marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	12395583	R3R6BFPZ0SBEKK	B000X5X7VG	547552812	LinguaMatch Panoramic Russian Talking PhraseBook & Language Tutor	Software	3	0	0	N	Y	Good company to work with.	There was a small problem with the software working with my PC operating system.  The company who featured the product on Amazon was VERY helpful resolving my concerns about the product.  AramediA is a company I would purchase a product from because there service support was helpful and accommodating.	2011-01-03
US	52434711	R2Y5LBAFIRTB54	B000N8LPPI	515943994	Perfect Image Professional	Software	1	15	15	N	N	Waste of Money	I wish I would've checked out Acronis TrueImage before I bought Perfect Image. This software is very so-so, and not anywhere near as simple and convenient compared to TrueImage. Furthermore, the boot/recovery program whether from CD or hard drive, fails to work 50% of the time whether from not booting or not recognizing your hard drives. The boot program for True Image is slicker and much more polished and is nearly the same as the Windows version (done in a nice Vista style) whereas Perfect Image gives you a clunkier and less polished UI when booting directly to it.     A major irritant is the product validation which runs every time and will render the software useless if there is any problem or computer hardware upgrade. Your only option is to contact Avanquest and they will get around to responding to you. You are forced to request them to update their validation database so you can run 'your' program which is currently disabled. This process is quick, only 2 or 3 days to get it resolved.    One major advantage of Acronis TrueImage is that you can restore files, folders, all you want from the same backup image. You just can't do that with PerfectImage. So on that feature alone, why pay the same amount for less? Duh!	2009-05-17
US	52177244	R3S0J7PMYBARFS	B000FRTTVY	871250036	Kaspersky Anti-Virus 6.0 [OLD VERSION]	Software	5	4	4	N	Y	Great New Product	First time user of Kaspersky - recommended by CNET and PCWorld. I searched for recommendations because the 2007 version of the brand I usually use took up more space on my hard drive than Microsoft Office 2003.    Kaspersky Anti-Virus is very light on the memory usage; loads, updates and scans easily and quickly.  Runs silently in the background without pop-up balloons.  The menus are easy to decipher. I'm delighted with this new product and will not hesitate to remain with Kaspersky when it comes time to renew.	2007-07-08
US	26031617	R3N6DT2MLB8G3U	B0014KJ6EQ	528722171	MacSpeech Dictate [Old Version]	Software	4	2	2	N	Y	WOW! Someone understands me!	This was a real find! I am still training the program but I am amazed at how quickly and with what depth and range this program types what I tell it to and the work is not always simple. I write poetry and am working on some screenplays and sell on ebay so the range of flexiblity required is quite a challenge. This program is a lovely, quick and clear piece of work. Now if I could only figure out how to program my husband with it..... ah! The communication realms I can only dream of!	2010-09-20
US	51243851	R348FBIZ8UNYFG	B009348X7Q	65136055	Dragon Dictate 3.0 (Mac) (Old Version)	Software	4	0	0	N	Y	Better than Windows Version 12 surprisingly since they've had alot longer to improve V.12	Mac V.3 is even better than Windows Version 12 surprisingly since they've had alot longer to improve V.12 and given that MS V.12 and Mac V.3 are equally new.  Nonetheless both versions with fewer errors than previous versions.  Price thus very reasonable and worth updating your MS V.11 or Mac V.2.  Also do NOT buy the older versions at any price.	2013-02-16
US	12140993	R1PLZ20SOZNIC9	B003YJ78JA	770074818	Quicken Home & Business 2011	Software	3	0	0	N	Y	More for Home than Business	This a really great program for budgeting. Although two things I would change about it:<br /> 1)It dosent connect with my online business checking account (kind of a big deal.)<br /> 2)If the program is not running there are no reminders when a bill is due. (somewhat inconvenient)<br />Otherwise its a good setup.	2011-08-31
US	12537976	R11IX56SQIDHCB	B009WLN5M8	594727155	Photo Explosion Deluxe 5.0	Software	3	0	0	N	Y	I was disappointed that there are more tools to use but it ...	Photo Explosion Deluxe 5.0 has some of the editing tools I had been searching for to help in creating compelling photos for shelter and rescue dogs to promote their adoptions. I was disappointed that there are more tools to use but it requires an additional purchase.	2014-11-26
US	43797749	RCXY9A1CBKU63	B000BR0NPO	937467283	Apple Mac OS X Version 10.5.6 Leopard [5-User Family Pack]	Software	5	2	2	N	N	Outstanding OS for fun and work	Mac OS 10.5 is an outstanding update to an already great OS.  Beyond the rock-solid UNIX underpinnings, the new features that I find most useful are:    1) Automatically add events to iCal from Mail.  This is a huge time saver for those who get appointment notifications by email.    2) Time Machine works great and it is no longer necessary for me to use my old ad hoc terribly unsafe backup scheme. This feature alone is worth the upgrade.    3) Mail & iCal.  The new version of mail is very fast, and the ability to have nested and smart folders is a plus.  iCal's changes are great and the app. is now ready for prime time.    4) Apache2 and PHP is included, which isn't going to help most users but if you are web developer you'll appreciate that.      5) Spaces.  Having multiple working desktop spaces is great for multitasking.    6) New Look and Feel.  It's very polished.  I like the black dock on the side better than the default, and it is absolutely necessary to turn off the default \\"preview\\" desktop icon view, but overall look is great.    7) iChat screen sharing is awesome for collaboration over the internet.  Going to meetings is going to be obsolete if they keep this up!    Overall, it's worth the upgrade price, especially since they've already released 10.5.1, which ties up a few  loose ends that were in the original version.	2007-11-29
US	46109451	RXK2ZFDWTH8T8	B00005KAPU	729955487	Pinobee: Wings of Adventure	Software	1	2	4	N	N	Not a good game...	I PERSONALLY don't think this game is fun because your constanly just going through different worlds...i know your thinking what is so boring about that, well i think it's boring because you are practically reapeating yourslef when you go throuhg each level! it isn't like pokemon...you don't really talk to anyone, and the object is to get to the door leading to the next level and then you start over again until you reach the next door and so on... games like pokemon and bomberman you interact with characters and can go anywhere and are (i think) much more intresting and are a lot more fun! well that all i have to say.	2001-07-25
US	26828609	R2YKJFEMOT0VCU	B00316OYGQ	329222208	Outline 4D	Software	4	1	5	Y	N	An essential writing tool...	I'd been toying with writing some short stories for awhile.  When this came up on Vine I thought, \\"Why not?\\"    I have to say, if I had attempted to write said stories without this software, I likely would have given up after a short time for lack of organization.  This software helped me get started and kept my thoughts on track in an easy-to-follow way.      I would recommend it to college students who have lengthy writing obligations as well as speech writers, book writers, and just general hobby writers like myself who like to write short stories.  Very helpful!	2010-10-28
US	51712209	R1PYKHIJVOT7KS	B002L77PWQ	816524308	Norton Antivirus 2010 1-User/3PC	Software	5	0	0	N	N	The Best Out There	I have used Norton every year since 2002.  Every year I buy the new Norton Anti-virus, submit a rebate, and end up paying nothing...or maybe just a little sales tax.  It installs perfectly every time.  I have never needed support.  Every year it gets better, does more, etc.  NAV 2010 is no different.  Just installed it on 3 PCs and it was a piece of cake.<br /><br />I have tried McAfee, and it consumes way to many resources.  I have noticed a performance difference on my PC.  I have to use McAfee on my corporate PC, and it has malfunctioned across thousands of PCs, causing all kinds of outages.  I don't trust it.  I have tried 3 or 4 of the free ones and they only do the basics.  A couple of them have let viruses through.  Some of them pop up ads all the time.  Who needs that?  Even the free ones now require you to renew every year, and then they pressure you to buy their 'premium' offering.<br /><br />I have never had a virus while NAV was installed.  It has stopped quite a few, though.<br /><br />Don't listen to the haters who don't read the instructions, or don't like the business model of NAV being a 1 year subscription.  They're all going to go to that model to make money.	2010-07-13
US	23215364	ROMSHMPVAY254	B007BG9Y44	478245101	Adobe Photoshop Lightroom 4 Student and Teacher Edition	Software	5	1	2	N	Y	Can't beat It!	I take the pictures and my girlfriend edits them, I was able to purchase this at a GREAT price due to her being an elementary school teacher.  Still learning the software but love it so far.	2013-05-31
US	10865017	R1U8ILZ8IK28MV	B00CHZG280	522819853	FL Studio Producer, Edition 11	Software	5	0	0	N	Y	Five Stars	Perfecto	2015-03-24
US	1620537	RMQL64GX1KY46	B00LYYN13O	784699786	Corel PaintShop Pro X7	Software	5	1	1	N	Y	Great program!	Great product.  Purchased for my mother for her birthday.  She is in love with this software.  I was impressed also. We are beginners but the program was easy to catch on to and not overwhelming.  Thank you	2015-03-15
US	14623405	R31XGWOH2DYR5O	B000C05XRI	227862926	Sold-Out Software PHARAOH GOLD Pharaoh Gold	Software	4	0	0	N	Y	computer game	Good item I was looking for this game<br />Game plays well the graphics are great sound is good. I like	2014-01-31
US	22303492	R2BW4CKYM9IPJC	B008TND0RK	832031006	Norton Internet Security 2013 - 1 User / 3 PC	Software	5	0	0	N	Y	Security	I feel that this is the best on the market.<br /><br />That is all I have to say about this product - I am a man of few words!	2013-08-23
US	47845060	R2K1UX0MK5GUC	B00MA5TUGI	925385625	Quicken Deluxe Personal Finance & Budgeting Software 2015	Software	5	0	0	N	Y	Good product	I have used Quicken for many years. This new version is just a good as my 2012 version.	2015-02-25
US	29919645	R9J7WIEF0ZPAN	B001U3PYLQ	955675286	Norton 360 3.0 1-User/3Pc [OLD VERSION]	Software	2	3	7	N	N	Norton is over-rated.	I was apprehensive about getting Norton 360 3.0, because my past experience with Norton was that it slowed my machines down.  I read a couple of reviews that said Norton had resolved this problem, so I took the plunge, and bought it.    Guess what??? My computers are now slower than ever. My Desktop unit runs Windows XP, and the laptop uses Vista (another excellent boat anchor). The 360 software was also cumbersome to install.  Would I recommend it?  No!!!!	2009-06-30
US	18003829	RVC1CC2OAT6KZ	B00P6U8BA0	489767444	Block Financial H&R Block Tax Software 14 Deluxe + State	Software	5	0	0	N	Y	Five Stars	This program is user friendly and price was good.	2015-08-31
US	40614534	R2XLKBTERP3QBS	B0002G71T0	382735046	Apple Mac OS X 10.4 Tiger [OLD VERSION]	Software	4	1	2	N	Y	Mac OS X 10.4 Tiger	When I bought it I supposed was last edition ...but there was already two updated ( 10.4.2). Very good item but I believe the price is too high for what it really worth.	2005-08-16
US	49210537	R2ULPL2Q4TGWNT	B00E6LIEFM	189774198	Quickbooks Pro	Software	4	0	1	N	N	I love Quickbooks!!	I started using Quickbooks 8 years ago, I just got the new 2014 this year and I'm loving it!  I do all of my business on it and the reports are wonderful .	2014-04-02
US	52958826	RUEZL0IJFV9SB	B002EAYJEM	964984901	Trend Micro Internet Security Pro 3.0	Software	4	0	0	Y	N	Worked well for me	I had McAfee before trying Trend Micro, and I found Trend Micro kept my systems (a laptop running Windows XP Pro and a virtual desktop running Vista Ultimate) performing faster.  The user interface was clear and easy to use. Not having viruses, and not being willing to look for some, I can't say how well it handles them, but I assume it does at least a fair job.	2009-11-20
US	24447738	R1OWMYBCTELUYA	B00MYXUBVE	367870160	TurboTax Basic Fed + Efile	Software	5	0	0	N	Y	best I ever used	Long time user, best I ever used, always affordable.	2015-06-14
US	17972912	R3V1FPMYEMLFCT	B000083JY8	893885069	KNOWLEDGE ADVENTURE JumpStart Spanish	Software	1	0	1	N	Y	Jumpstart spanish	the CD for this program did not work so I basically wasted my money because it doesn't work	2014-09-19
US	31407660	RDWCALG9KWRSK	B0055A7RS8	79858647	Individual Software Anytime Organizer Deluxe 14	Software	5	0	0	N	Y	Great Product, Great Seller.	Great Product, Great Seller.	2015-06-12
US	39360735	R25TWAEW7OB2K6	B0027EQP56	4158294	Peachtree Pro Accounting 2010	Software	3	0	0	N	Y	Comes in handy...	I have a small business and this product really helps keep things organized; with going to school and caring for my family, keeping track of receipts and such is one less worry.	2013-06-17
US	50460278	R3GXKYMTDW2TAT	B0077PQP5K	820866165	Street Atlas 2012 Plus	Software	1	0	1	N	N	Mapping made stupid	This is for Streets 2013. A great GPS a crappy software. If you can get the sofware to connect with the com port you are a magician. If you can get product support, you must be the head of FEMA or USFS. I don't know if it's hurricane Sandy or a whimsical atitude in Maine but product support is nonexsistent, 3 Emails for support or RA are anaswered. Buy elsewere.	2012-11-06
US	26835683	R2DZ9IUETAKKFS	B008V4S4TQ	805195505	McAfeeTotal Protection 3PCs 2013	Software	1	0	0	N	Y	I uninstalled this product 1 day after installing it because ...	I uninstalled this product 1 day after installing it because it slowed everything down so much.  Went back to Norton.  However the McAfee LiveSafe is Awesome	2013-08-03
US	44898187	R3T0QCC8F3ICG1	B000HCZ8EO	185150928	Microsoft Office Home and Student 2007 [Old Version]	Software	5	0	0	N	Y	Microsoft Office 2007=Student	A really nice version of Microsoft office.  Easy clean install.  I use word and excel almost daily.  I really enjoy the color scheme in this program.  Nice soft pastel colors.	2014-05-20
US	20789138	R3JYL1J88ZGUTK	B0000A0RZD	792100048	System Suite 5.0	Software	5	11	12	N	N	I Know What I'm Talking About	I've read all the reviews for this, and I have come to the conclusion that some people are either clueless or have some seriously screwed up systems.  I have used Norton Systemworks and System Mechanic Pro(w/Panda Plantinum)and both either caused problems with my system(XP Pro), did not function correctly (Panda),or did not install or uninstall correctly(Norton's especially difficult).  Systemsuite has been excellent!  I have installed and uninstalled it several times without ever having any problems, the antivirus updates frequently, usually no longer than 2-3 days (Mcaffee and Norton usually update only once a week)and all the utilities work perfectly.  The program comes with several extra utilities (Ghost Surf, PowerDesk, Recovery Commander, and MailWash) but you DON&quot;T HAVE TO install these if you do not want to.  You also can choose to install either the antivirus or firewall, both, or neither, and the utilities work with other firewalls and antivirus programs if you already have other favorites.(Just remember to have ONLY 1 antivirus and 1 firewall running, whatever you choose!)As I said, I don't know why some people had such problems with this, but after using several similar products, I feel this is the best currently available.	2004-02-21
US	8355180	R3QQA0MLN9VWFK	B00005B6U7	528937021	Microsoft Visio Professional 2002 [Old Version]	Software	4	0	0	N	Y	Four Stars	Just what I need	2015-08-04
US	30836911	R2AHKWC4S8WZ41	B002SR0QDO	845313396	H&R Block At Home 2009 Premium Federal + State + eFile	Software	5	0	0	N	Y	Well Done!!	I am a consultant with my own small business and therefore require a tax program that includes completion of a Schedule C.  I purchased the H&R Block At Home 2009 Premium because it included one consultation with an H&R Block tax advisor.  The program has all the features of a typical tax program, but what I appreciated was the crisp, simple, and complete answers to questions that invariably come up.  I felt confident in the answers because they usually included Why, and I never felt as if the program was talking down to me.  My consultation with a Tax Advisor was similiarly pleasent.	2010-04-09
US	16967561	R1LO0SZ83MNWYS	B005BLAJ68	616370818	Hoyle Card Games 2012 AMR	Software	4	0	0	N	Y	Works fine on Windows 8	I bought these for two friends and they are both enjoying immensely.  Works fine on Windows 8.	2014-12-04
US	52960472	R3UUICVQ8NQU29	B00006FI0N	306163757	Norton Internet Security 2003	Software	1	4	7	N	N	Had to uninstall - half a day / re-install rest of weekend	Upgrading is a mess.  This is the second time I've had problems upgrading with a Symantec / Norton product.  I'm not likely to try again.  Conflicts with older versions screwed up the new version.  I kept getting pop-up warnings every time I tried to open a Word file.  I wasted most of Turkey Day weekend getting things working.  Their follow-up service - by e-mail - was fairly prompt and was somewhat helpful, but doesn't make up for the products' poor design.	2002-11-30
US	49622675	R1LQ13G0DS11Y5	B000EWZOF0	331078592	Easy Dvd Copy 2 Premier	Software	1	2	2	N	Y	Outdated Junk	Old Old Old...technogy.    Do not spend your money here.    There are better programs for FREE on the web.	2009-09-25
US	33589290	RGU0BUVWZLRK7	B000WMQYLA	579017722	Business Plan Pro 15th Anniversary Edition	Software	5	45	48	N	N	Good Product, great support.	I have had several versions of Business Plan Pro over the years, and have loved it. The new user interface in Version 11 has made it much easier to keep my business plan upt to date. I especially like that it gives you an estimate on how long each of the steps should take. It makes the whole process less daunting.     I read one of the reviews about the Tech Support at Palo Alto Software, and that made me want to post this message. I have had to call tech support in the past and they have been really good at helping me troubleshoot the issues I have come up with. I had a problem similar to the other poster in an older version, where it looked like nothing was typing into the program, and all my menus were blank. Tech Support help me find that this issue was caused by a high contrast window setting on my PC, and not something in the software. Changing my desktop appearance resolved the issue.	2008-01-30
US	1499114	R3I8XGH067U6JP	B00PIY5H8I	494851576	Microsoft Office Professional 2010 - 2PC/1User (DVD Version)	Software	5	1	1	N	Y	MS Office Pro 2010	I purchased MS  Office Professional 2010 and the product was exactly as advertised. The software was delivered within a week and installed within minutes. I am very pleased with my purchase and would use this supplier again.	2015-07-02
US	11468512	R33YJXZCXIX0QR	B00GXW3ZQK	597748454	TurboTax Premier Federal & State Returns Plus Federal E-File 2013	Software	3	1	1	N	Y	My most difficult year ever.	This version was more difficult to understand than previous versions. I have a mix of stocks, bonds (tax free and taxable) annuities and IRA. My brokerage statement was 41 pages  with a broad array of 1099 forms. I had to seek help. In the end my return was accepted by the IRS in about 2 hours.	2014-04-16
US	31004167	R1H4E1M9ZH2LA1	B0061YFYDW	767581418	Oddly Enough: Pied Piper - Bonus Edition	Software	4	1	1	N	Y	Definitely different	I have played a few dozen hidden object games which were all in the vampire/ghost/murder dark games.  This was bright and light and fun to play.	2012-05-08
US	52773875	R6VFHG4AU3ORD	B00MYXTCGY	39020414	TurboTax Deluxe Fed + Efile + State	Software	1	8	9	N	Y	I am not a happy customer. I'm going to look into my options ...	I've been using TurboTax Deluxe for the last 10 years.  Today I tried working on my taxes, doing all the same things I've done every year, and in the middle of them, TurboTax gives me this message: &#34;Based on what you've told us, you'll need to upgrade to TurboTax Premier to complete your taxes.&#34;  It then demands an extra $30 payment to continue.  I am not a happy customer.  I'm going to look into my options to get my money back and try H&R Block's software for the first time.	2015-01-17
US	51307254	R9500PS1NF2J6	B00MYXTCGY	39020414	TurboTax Deluxe Fed + Efile + State	Software	5	1	13	N	Y	Wondrous Fun	Amazing, dependable, exceedingly easy-to-use software that makes doing taxes FUN.  Even if you must pay more for a higher-level package to get the features you need, IT IS SO WORTH IT.  Buy it, try it, ENJOY.	2015-01-29
US	13950039	RP9YSHNDVBB1S	B00P6U8BA0	489767444	Block Financial H&R Block Tax Software 14 Deluxe + State	Software	4	0	0	N	Y	Free shipping >$35 made Amazon the best place to buy this	Free shipping &#62;$35 made Amazon the best place to buy this.  H&R Block Deluxe is not perfect, but it's pretty good.	2015-06-14
US	34708939	RHZRFMZ9I1NLC	B00002SANG	772589495	Where in the World Is Carmen Sandiego? Classic	Software	5	0	1	N	N	Great adventure!	I loved this software.  I'm older, but I needed a geography refresher course.  This did it.  I wish there was more!	2007-08-09
US	51187911	R21WJ8ZDT128GL	B0002D0KX2	688525014	PC-cillin Internet Security 2004	Software	5	15	15	N	N	Upgrade Internet Security	My Symantec anti virus/firewall was up to date.  But a virus got through, and fouled up our PC.  In checking, the Trend Micro-PC-cillin got such good reviews, I ordered it for my new lap top. <br />It installed so much easier than the Symantec 2004 version.  I had no conflictions, and it was easy to customize for my needs. <br />I did have a question, got right through to their customer service, could understand the person, and answered my question without putting me on hold. <br /> <br />I am glad I changed.       R. Holmes	2004-08-31
US	20235098	R25CH67IK77BL5	B000RI2WNI	977888969	PowerDirector 7 Ultra [OLD VERSION]	Software	1	0	0	N	N	worst softare purchase ever	I bought this software .Its the first time I have ever experianced this ghastly service.The program constantly crashes and is slower than  any program I've ever owned.The after tech service is non existant. The just shuffle you around and never solve anything.I can't tell you what to buy but stay away from this or any of thier software.Be afraid be very afraid!	2009-04-21
US	51120288	R2EOOFQ268S3MC	B002HH0WH0	924476216	Roxio Creator 2010 [OLD VERSION]	Software	1	0	1	N	N	Waste of Money	Just bought a new computer and this piece of crap was my only alternative for digital video/audio creating software.  I've had the pleasure of using Nero Burning ROM for the last 10 years and have never used Roxio.  Well, I'm off to buy the latest and greatest Nero and throwing this software away.  It's difficult to use.  It does unexplainable things to the music.  It's counterintuitive.  Do I need say more?  Go out and buy Nero Burning ROM.  STAY AWAY FROM ROXIO.  You won't be disappointed.	2010-08-29
US	35093579	R2S0TJB6V88BAX	1413309674	118654890	Quicken WillMaker Plus 2009	Software	5	1	1	N	N	Did exact what I needed	This product was easy to use. I really got it just so I would have some of this paperwork done, notarized and 'in writing' incase the less than desirable happens. There were things I hadn't thought of that it stepped me through. You can make it as detailed as you'd like or as simple. I would suggest it for anyone who is looking to have these types of directives in a quick, simple and fast method.	2009-09-10
US	5822861	R21FWEWXPE61RG	B005N2CS8M	812325118	Family Tree Maker Deluxe [OLD VERSION]	Software	1	0	0	N	N	Sync Errors plague this version with large trees	For Power Users, You seriously need to AVOID FTM 2014.  It is having serious Sync issues with large trees.<br /><br />Other than that, it looks and feels like OLD FTM 2012 and is easy to use. They have some nice features, but few additions.<br /><br />I would hold off on a purchase until they work out the bugs.<br /><br />It could be that Ancestry \\"Oversold their product and their servers can not handle the flux.	2013-10-18
US	25084937	R3G2M3JB9DJFN	B001AMHWP8	84765495	Mac OS X version 10.6.3 Snow Leopard (Mac computer with an Intel processor required)	Software	5	1	1	N	Y	Great software	Thank you for sending this great piece of software.  I'm very happy with it and of course thrilled with the cost in comparison with another OS software that will be released soon.  I was also very happy with the quick and efficient manner in which this product arrived.	2009-09-30
US	13454702	RZDFDH04QUWVK	B003CG00KE	571489412	Microsoft Windows XP Professional SP2 Full Version System Builder Pack	Software	1	6	10	N	Y	False advertising-Not a builder kit	This is not a builder kit. It has none of the chipset, or even generic drivers of a true builder kit. You can load the OS, but you cannot go online to activate it, or update it because it lacks the pci drivers necessary to go online.	2013-03-13
US	16617275	R4NK3BCVCEN4S	B00TAYW0F0	896288522	Quicken WillMaker Premium 2015 Home & Family	Software	5	1	9	N	Y	Five Stars	Updated from the 2010  really great	2015-04-18
US	15177488	R2CXMDZVETAM0F	B000EGK3KM	301527054	PrintMaster Silver v17 (DVD)	Software	5	1	2	N	Y	Print/Silver	I have found it hard to get this version of Silver Printmaster.  We have 2 printers in my  classroom and my students are familiar with this version and can run off fun things for school and home.	2008-09-15
US	32163529	RUVJ7FT686G6J	B0000C7EXS	392407091	DVD X Copy Platinum Pre Ban 4.0.3.8	Software	5	3	4	N	N	Best on the market	I do not understand why people do not like this product. I purchase this product last week it works like it said it would. Right now the court ordered for them not to sell this product anymore however, you can download the instruction manual and print it off I did. The tech support is awesome they walk you step by step. I finished backing up a bunch of movies and they turned out perfect even though I am using a cheap burner from tigerdirect.com.<br />I think that the people that are having problems with this software are those that through away the directions once they open a package and trys to figure it out on there own. If you have any problems with the software download the instructions READ for once in your lifetime. They are simple instructions and then if you still don't understand call tech support they are excellent.<br />I would HIGHLY recommend this product to other people. I did have a problem I bought the DVD + R discs and found out that my DVD burner is DVD - R so I also recommend to make sure that you know what type of burner you have before buying discs. I think that is some complaints might be about. Remember the following steps:<br />1.READ the directions<br />2.Call tech support if you have any questions<br />3.Make sure you have the right dics for your burner (this will help out a lot<br />4.Have fun the quality is perfect<br />I was not sure if I was looking at the original or the back up that is how good the quality is.	2004-03-13
US	52420956	R3NCR5TKZNF5WG	B006GOFW3E	172383876	Roxio Easy VHS to DVD 3 Plus	Software	1	1	1	N	Y	A complete waste of time and money	The program didn't work on my system and after a week of dealing with technical support I gave up on the whole process. A complete waste of time and money. It's clear from other reviews (which prompted me to give it a try in the first place) that it works for some but the manufacturers clearly need to refurbish the whole program so that it's not so hit and miss.	2015-01-09
US	41827386	R5KIDAVZQLM7Q	B0002OMZ8O	139529581	WILLIAMS-SONOMA GUIDE TO GOOD COOKING	Software	1	5	5	N	N	doesnt function well	The program has a hard time recognizing newer versions of Quicktime, saying you don't have it on your computer. I have used the program before years ago and if you have a working copy it has a lot of good recipes and other organizational features on it for shopping lists and menu planning.	2007-09-20
US	47607403	RHSU3ULANKE8I	B008MR36FE	38217782	Dragon NaturallySpeaking Home 12.0, English (Old Version)	Software	4	0	0	N	Y	Four Stars	work great	2015-01-20
US	49631396	R4TBXYM8BTTUM	B003B4CU3M	402956096	Corel Paint It! Photo	Software	4	0	0	Y	N	Fun, easy to use software	It didn't take long for me to get going. The interface is pretty standard, and geared towards the novice. Nice big buttons to click on, and easy to get around. The special effects are pretty cool and I really had fun altering a number of my photos (buildings, flowers, people, etc.) with the various artistic settings. But its strength is always its weakness- it is somewhat limiting in scope in terms of adjustments but no biggie- it was designed for fun!     The only other point to make is the latest version Photoshop Elements also incorporates similar painting tools and it is probably a better deal just to go ahead to get PSE because you will also get a more robust suite of photo editing tools.	2010-08-17
US	17025498	R1HANRNI5HZAJW	B00GXW40ZU	923503220	TurboTax Home and Business Fed, Efile and State 2013	Software	5	1	2	N	Y	great tax program	Turbo Tax is easy to use. It saved me a lot of money. I have used Turbo Tax for years.	2014-02-10
US	16805832	R1W3CUAI8RVME5	B001EJVQDG	389626719	Corel Paint Shop Pro Photo X2 Ultimate [Old Version]	Software	5	1	1	N	Y	Corel Paint shopX2ultimate	I am very pleased with the corel paint shopx2 ultimate.  As an amature photographer it meets my needs and is a tremendous tool in my editing of my work.  I really enjoy it and have become adicted to all the different things that it does to enhance, and restore pictures.  Moreover, it is easy to use and a lot of fun!!<br /><br />Angie T. Alfaro<br />San Jose, California	2009-07-08
US	43134606	RGENFURSG036L	B009SPTUW2	9847037	Microsoft Office 365 Personal 1yr Subscription	Software	5	0	1	N	Y	Five Stars	Super easy to use and install!	2014-12-11
US	16562374	R3TGU3AUBUUJ8C	B0012JK6DY	458072130	Learn French: Fluenz French 1 for Mac, PC, iPhone, iPad & Android Phones, Version 3	Software	1	5	7	N	Y	Doesn't live up to its promo	This is a very basic program, more like a way to sell you their advanced products. After 30 lessons, you haven't even reached past tense.<br /><br />I recently ordered both Smart French and French Complete.  They are infinitely better than this product.	2013-02-05
US	23763180	R2YJEMFNSHKJXE	B00006JZBI	840046779	Nancy Drew - Stay Tuned for Danger	Software	1	1	2	N	Y	Can't Install	LOved the game when I played like 10 years ago. Unfortunately, I cannot install this on any of my computers, the game is simply too old. Sad to have wasted my money, but even sadder that I can never play this game again because it was a good one.	2013-11-04
US	29367994	R1CNZB0S3VVQ8N	B005AAWOT0	383059616	Trend Micro Titanium Maximum Security 2012 - 3 Users (3 PC, 1 Mac)	Software	1	2	3	N	Y	Disappointment this time after 10 years	I have been a staunch proponent and advertiser for Trend Microsystems products in my IT professional life. The Trend Titanium Maximum Security 2012 version (For 3 PCS) has created many headaches for my older PCs running XP. I wasn't able to uninstall the 2011 version without it disabling my internet connection and then I was doing System Restore to get it connecting. I used the tools that they provided and once the version expires you cant uninstall it from Control Panel. 2012 then would not install, errors galore. Not a bad CD, just totally bad experience. The latest products starting with 2011, also place a huge demand on the OS and PC performance.<br /><br />On the plus side, I felt secure in the knowledge that Trend Titanium Maximum Security 2011 did make me feel safe about my PC and it's safe performance was never in question.<br />Trend's support team gave me the newer version a couple of months ago when it seemed the 2011 version was killing my newest Gamer PC. Of course, it took a bit of deleting installations using their extra online tools. (Which didn't work on other PCs). The 2012 version was also a process killing application. Boot times were extremely slow and laborious. The remnants of it are also resident on that PC since it cannot be removed without destroying my connectivity.<br />I am not going to be a \\"Trend\\" customer in the future.<br /><br />Amazon and their partners are always the best! No drag on their products or delivery. Best Customer Experience-always.	2012-09-01
US	11703611	R9VLP57LPNZ62	B00FNXDNB2	911449154	Azere PC Utilities - Insert & Boot Instant Operating System for [Windows - Linux - Mac]	Software	4	0	0	N	N	Four Stars	I was able to reboot my computer and fix the problems.	2014-11-07
US	48305213	R141JX15RWE70Y	B000HCTYRG	326497260	Microsoft Streets and Trips 2007 [OLD VERSION]	Software	4	10	22	N	N	Shipping Time Frame is WRONG!	Yes I like the product, but Amazon misleads you about when they can ship it.    Said USUALLY ships in 24 hours and I paid more to get 3 to 5 days shipping.  Now they email me saying there is a delay (AND YOU CAN'T CANCEL THE ORDER).  I ordered on Oct. 17, 2006 and their email now says the new est. date is Oct. 26th through Oct. 29th.  AND...what is NOT funny... the web site says if you order it NOW you get free 2nd day delivery.  I guess they needed my software to sell to someone else.  They are still making me pay for the 3-5 day shipping and the only way I can stop this order is to wait until it arrives and either reject it (won't happen since this is a company) or  I'll have to spend my dime, time, and trouble to return it.  WATCH OUT about AMAZON misleading you on the availability.	2006-10-19
US	34235921	R2AJL9N6HOWQ94	B002SR4S0Q	618072098	H&R Block At Home 2009 Deluxe Federal + State + eFile	Software	5	0	0	N	Y	EASY TO USE	I've been using Tax Cut for over 10 years and they make it better and easy to use each year.	2010-03-19
US	10693845	R7AZZDCSS29ZM	B0018EI3I8	852479187	Kaspersky Internet Security 2009 (3 User)	Software	3	3	3	N	Y	Long-time KIS user in Atlanta	KIS 2009 has ruined their user interface vs what they had in their previous versions.  It doesn't have the detail that was available in those versions.  Also, its scan rate is slower.<br /><br />If you have an earlier version, use the new KIS activation code and it will serve to renew your old license.  If you prefer a less detailed, more \\"Windows-like\\" interface, then go ahead and install the new version.<br /><br />Either version does the intended job very well and I highly recommend it as an Internet Security suite.	2008-11-25
US	15257399	R1SO6EZNL83SFA	B00E6OPDUS	226442359	McAfee Total Protection 3PC 2014 [Online Code]	Software	4	0	0	N	Y	Four Stars	Nice; this doesn't slow your system down	2014-10-23
